geo_id,zone_code,sp23,nomsp,cmm
685,4620659.11,6404,Laval : Sainte-Rose,1
686,4620660.01,6405,Laval : Auteuil,1
687,4620660.02,6405,Laval : Auteuil,1
688,4620660.03,6405,Laval : Auteuil,1
689,4620661.01,6405,Laval : Auteuil,1
690,4620661.03,6405,Laval : Auteuil,1
691,4620661.04,6405,Laval : Auteuil,1
692,4620662.00,6409,Laval : Saint-François,1
693,4620675.00,7610,Repentigny (Centre),1
694,4620676.01,7610,Repentigny (Centre),1
695,4620676.02,7610,Repentigny (Centre),1
696,4620676.03,7610,Repentigny (Centre),1
697,4620676.04,7610,Repentigny (Centre),1
698,4620677.01,7610,Repentigny (Centre),1
699,4620677.02,7610,Repentigny (Centre),1
700,4620677.05,7610,Repentigny (Centre),1
701,4620677.07,7611,Repentigny (Est),1
702,4620677.09,7611,Repentigny (Est),1
703,4620677.10,7611,Repentigny (Est),1
704,4620677.11,7611,Repentigny (Est),1
705,4620677.12,7611,Repentigny (Est),1
706,4620677.13,7611,Repentigny (Est),1
707,4620677.14,7611,Repentigny (Est),1
708,4620681.00,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,1
709,4620682.02,7609,"Charlemagne, Repentigny (Nord)",1
710,4620682.04,7609,"Charlemagne, Repentigny (Nord)",1
711,4620682.05,7609,"Charlemagne, Repentigny (Nord)",1
712,4620682.06,7609,"Charlemagne, Repentigny (Nord)",1
713,4620682.07,7609,"Charlemagne, Repentigny (Nord)",1
714,4620682.08,7609,"Charlemagne, Repentigny (Nord)",1
715,4620683.00,7609,"Charlemagne, Repentigny (Nord)",1
716,4620684.05,7621,Terrebonne : Lachenaie,1
717,4620684.08,7621,Terrebonne : Lachenaie,1
718,4620684.09,7621,Terrebonne : Lachenaie,1
719,4620684.10,7621,Terrebonne : Lachenaie,1
720,4620684.11,7621,Terrebonne : Lachenaie,1
721,4620684.12,7621,Terrebonne : Lachenaie,1
722,4620684.13,7621,Terrebonne : Lachenaie,1
723,4620684.14,7621,Terrebonne : Lachenaie,1
724,4620685.02,7623,Mascouche,1
725,4620685.03,7623,Mascouche,1
726,4620685.04,7623,Mascouche,1
727,4620685.05,7623,Mascouche,1
728,4620685.07,7623,Mascouche,1
729,4620685.09,7623,Mascouche,1
730,4620685.10,7623,Mascouche,1
731,4620685.11,7623,Mascouche,1
732,4620686.01,7623,Mascouche,1
733,4620686.02,7623,Mascouche,1
734,4620686.03,7623,Mascouche,1
735,4620687.01,7622,Terrebonne : Terrebonne (Centre),1
736,4620687.04,7622,Terrebonne : Terrebonne (Centre),1
737,4620687.06,7625,Terrebonne : Terrebonne (Ouest),1
738,4620687.07,7625,Terrebonne : Terrebonne (Ouest),1
739,4620687.09,7625,Terrebonne : Terrebonne (Ouest),1
740,4620687.11,7625,Terrebonne : Terrebonne (Ouest),1
741,4620687.12,7625,Terrebonne : Terrebonne (Ouest),1
742,4620687.13,7625,Terrebonne : Terrebonne (Ouest),1
743,4620687.14,7625,Terrebonne : Terrebonne (Ouest),1
744,4620688.02,7645,Sainte-Anne-des-Plaines,1
745,4620688.03,7645,Sainte-Anne-des-Plaines,1
746,4620688.04,7645,Sainte-Anne-des-Plaines,1
747,4620689.01,7624,Terrebonne : La Plaine,1
748,4620689.02,7624,Terrebonne : La Plaine,1
749,4620689.04,7624,Terrebonne : La Plaine,1
750,4620689.05,7624,Terrebonne : La Plaine,1
751,4620689.06,7624,Terrebonne : La Plaine,1
752,4620690.00,7601,Lavaltrie; Lanoraie,0
753,4620691.00,7601,Lavaltrie; Lanoraie,0
754,4620692.01,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,1
755,4620692.02,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,1
756,4620693.00,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,1
757,4620694.01,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,1
758,4620694.02,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,1
759,4620700.01,7622,Terrebonne : Terrebonne (Centre),1
760,4620700.03,7622,Terrebonne : Terrebonne (Centre),1
761,4620700.04,7622,Terrebonne : Terrebonne (Centre),1
762,4620701.01,7644,Lorraine; Bois-des-Filion; Rosemère,1
763,4620701.02,7644,Lorraine; Bois-des-Filion; Rosemère,1
764,4620702.01,7644,Lorraine; Bois-des-Filion; Rosemère,1
765,4620702.02,7644,Lorraine; Bois-des-Filion; Rosemère,1
766,4620703.02,7644,Lorraine; Bois-des-Filion; Rosemère,1
767,4620703.03,7644,Lorraine; Bois-des-Filion; Rosemère,1
768,4620703.04,7644,Lorraine; Bois-des-Filion; Rosemère,1
769,4620704.01,7641,Boisbriand,1
770,4620704.04,7641,Boisbriand,1
771,4620704.05,7641,Boisbriand,1
772,4620704.06,7641,Boisbriand,1
773,4620704.08,7641,Boisbriand,1
774,4620704.09,7641,Boisbriand,1
775,4620705.01,7642,Sainte-Thérèse,1
776,4620705.02,7642,Sainte-Thérèse,1
777,4620706.00,7642,Sainte-Thérèse,1
778,4620707.00,7642,Sainte-Thérèse,1
779,4620708.01,7642,Sainte-Thérèse,1
780,4620708.02,7642,Sainte-Thérèse,1
781,4620709.01,7643,Blainville (Ouest),1
782,4620709.02,7646,Blainville (Est),1
783,4620710.03,7643,Blainville (Ouest),1
784,4620710.05,7646,Blainville (Est),1
785,4620710.06,7646,Blainville (Est),1
786,4620710.07,7643,Blainville (Ouest),1
787,4620710.08,7643,Blainville (Ouest),1
788,4620710.09,7646,Blainville (Est),1
789,4620710.10,7646,Blainville (Est),1
790,4620710.11,7646,Blainville (Est),1
791,4620725.03,7631,Saint-Eustache,1
792,4620725.04,7631,Saint-Eustache,1
793,4620725.06,7631,Saint-Eustache,1
794,4620725.07,7631,Saint-Eustache,1
795,4620725.09,7631,Saint-Eustache,1
796,4620725.10,7631,Saint-Eustache,1
797,4620726.01,7631,Saint-Eustache,1
798,4620726.03,7631,Saint-Eustache,1
799,4620726.04,7631,Saint-Eustache,1
800,4620727.01,7631,Saint-Eustache,1
801,4620727.02,7631,Saint-Eustache,1
802,4620728.01,7632,Deux-Montagnes,1
803,4620728.02,7632,Deux-Montagnes,1
804,4620728.03,7632,Deux-Montagnes,1
805,4620729.00,7632,Deux-Montagnes,1
806,4620730.01,7633,"Pointe-Calumet; Saint-Joseph-du-Lac; Oka, Sainte-Marthe-sur-le-lac; Saint-Placide",1
807,4620730.02,7633,"Pointe-Calumet; Saint-Joseph-du-Lac; Oka, Sainte-Marthe-sur-le-lac; Saint-Placide",1
808,4620731.00,7633,"Pointe-Calumet; Saint-Joseph-du-Lac; Oka, Sainte-Marthe-sur-le-lac; Saint-Placide",1
809,4620732.01,7633,"Pointe-Calumet; Saint-Joseph-du-Lac; Oka, Sainte-Marthe-sur-le-lac; Saint-Placide",1
810,4620732.03,7634,Kanesatake,1
811,4620732.04,7633,"Pointe-Calumet; Saint-Joseph-du-Lac; Oka, Sainte-Marthe-sur-le-lac; Saint-Placide",1
812,4620733.01,7651,Mirabel (Ouest),1
813,4620733.02,7633,"Pointe-Calumet; Saint-Joseph-du-Lac; Oka, Sainte-Marthe-sur-le-lac; Saint-Placide",0
814,4620734.03,7651,Mirabel (Ouest),1
815,4620734.04,7651,Mirabel (Ouest),1
816,4620734.05,7651,Mirabel (Ouest),1
817,4620734.06,7651,Mirabel (Ouest),1
818,4620734.07,7651,Mirabel (Ouest),1
819,4620735.01,7652,"Mirabel : Saint-Antoine, Saint-Janvier",1
820,4620735.02,7652,"Mirabel : Saint-Antoine, Saint-Janvier",1
821,4620740.01,7681,Browsburg-Chatham; Gore; Lachute; Mille-Isles; Saint-André-d'Argenteuil; Wentworth,0
822,4620740.03,7662,Saint-Colomban,0
823,4620740.04,7662,Saint-Colomban,0
824,4620750.01,8572,Notre-Dame-de-l'Île-Perrot; Pincourt; Terrasse-Vaudreuil; L'Île-Perrot,1
825,4620750.02,8572,Notre-Dame-de-l'Île-Perrot; Pincourt; Terrasse-Vaudreuil; L'Île-Perrot,1
826,4620750.04,8572,Notre-Dame-de-l'Île-Perrot; Pincourt; Terrasse-Vaudreuil; L'Île-Perrot,1
827,4620750.06,8572,Notre-Dame-de-l'Île-Perrot; Pincourt; Terrasse-Vaudreuil; L'Île-Perrot,1
828,4620750.07,8572,Notre-Dame-de-l'Île-Perrot; Pincourt; Terrasse-Vaudreuil; L'Île-Perrot,1
829,4620751.01,8572,Notre-Dame-de-l'Île-Perrot; Pincourt; Terrasse-Vaudreuil; L'Île-Perrot,1
830,4620751.02,8572,Notre-Dame-de-l'Île-Perrot; Pincourt; Terrasse-Vaudreuil; L'Île-Perrot,1
831,4620755.01,8573,Vaudreuil-Dorion; Vaudreuil-sur-le-Lac; L'Île-Cadieux; Pointe-des-Cascades,1
832,4620755.03,8573,Vaudreuil-Dorion; Vaudreuil-sur-le-Lac; L'Île-Cadieux; Pointe-des-Cascades,1
833,4620755.04,8573,Vaudreuil-Dorion; Vaudreuil-sur-le-Lac; L'Île-Cadieux; Pointe-des-Cascades,1
834,4620755.05,8573,Vaudreuil-Dorion; Vaudreuil-sur-le-Lac; L'Île-Cadieux; Pointe-des-Cascades,1
835,4620756.02,8574,Hudson; Pointe-Fortune; Rigaud; Saint-Lazare,1
836,4620756.03,8573,Vaudreuil-Dorion; Vaudreuil-sur-le-Lac; L'Île-Cadieux; Pointe-des-Cascades,1
837,4620756.04,8573,Vaudreuil-Dorion; Vaudreuil-sur-le-Lac; L'Île-Cadieux; Pointe-des-Cascades,1
838,4620756.05,8573,Vaudreuil-Dorion; Vaudreuil-sur-le-Lac; L'Île-Cadieux; Pointe-des-Cascades,1
839,4620757.00,8574,Hudson; Pointe-Fortune; Rigaud; Saint-Lazare,1
840,4620758.03,8574,Hudson; Pointe-Fortune; Rigaud; Saint-Lazare,1
841,4620758.04,8574,Hudson; Pointe-Fortune; Rigaud; Saint-Lazare,1
842,4620758.05,8574,Hudson; Pointe-Fortune; Rigaud; Saint-Lazare,1
843,4620758.06,8574,Hudson; Pointe-Fortune; Rigaud; Saint-Lazare,1
844,4620760.00,8571,Les Coteaux; Coteau-du-Lac; Saint-Clet; Les Cèdres,1
845,4620775.00,8546,Châteauguay; Léry,1
846,4620776.00,8561,Beauharnois,1
847,4620777.01,8561,Beauharnois,1
848,4620777.02,8561,Beauharnois,1
849,4620780.00,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
850,4620781.00,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
851,4620782.00,7661,Saint-Jérôme: Bellefeuille,0
852,4620783.00,7661,Saint-Jérôme: Bellefeuille,0
853,4620784.00,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
854,4620785.00,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
855,4620786.00,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
856,4620787.01,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
857,4620787.02,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
858,4620788.00,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
859,4620789.01,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
860,4620789.02,7660,"Saint-Jérôme: Saint-Antoine, Lafontaine",0
861,4620790.01,7661,Saint-Jérôme: Bellefeuille,0
862,4620790.02,7661,Saint-Jérôme: Bellefeuille,0
863,4620791.01,7661,Saint-Jérôme: Bellefeuille,0
864,4620791.02,7661,Saint-Jérôme: Bellefeuille,0
865,4620792.00,7661,Saint-Jérôme: Bellefeuille,0
866,4620800.01,8546,Châteauguay; Léry,1
867,4620800.02,8546,Châteauguay; Léry,1
868,4620801.00,8546,Châteauguay; Léry,1
869,4620802.00,8546,Châteauguay; Léry,1
870,4620804.01,8546,Châteauguay; Léry,1
871,4620804.02,8546,Châteauguay; Léry,1
872,4620805.01,8546,Châteauguay; Léry,1
873,4620805.02,8546,Châteauguay; Léry,1
874,4620806.01,8546,Châteauguay; Léry,1
875,4620806.02,8546,Châteauguay; Léry,1
876,4620807.01,8545,Mercier; Saint-Isidore,1
877,4620807.02,8545,Mercier; Saint-Isidore,1
878,4620825.02,5308,"Brossard : Secteurs A, B, C, E, X",1
879,4620825.03,5308,"Brossard : Secteurs A, B, C, E, X",1
880,4620825.04,5315,"Brossard : Secteurs P, T, V",1
881,4620825.05,5315,"Brossard : Secteurs P, T, V",1
882,4620825.06,5308,"Brossard : Secteurs A, B, C, E, X",1
883,4620825.07,5308,"Brossard : Secteurs A, B, C, E, X",1
884,4620825.08,5308,"Brossard : Secteurs A, B, C, E, X",1
885,4620826.02,5312,"Brossard : Secteurs I, J, L, M, N, O, Y",1
886,4620826.05,5315,"Brossard : Secteurs P, T, V",1
887,4620826.06,5315,"Brossard : Secteurs P, T, V",1
888,4620826.07,5311,Brossard : Secteurs R et S,1
889,4620826.08,5311,Brossard : Secteurs R et S,1
890,4620826.09,5311,Brossard : Secteurs R et S,1
891,4620826.10,5311,Brossard : Secteurs R et S,1
892,4620826.11,5312,"Brossard : Secteurs I, J, L, M, N, O, Y",1
893,4620826.13,5312,"Brossard : Secteurs I, J, L, M, N, O, Y",1
894,4620826.15,5312,"Brossard : Secteurs I, J, L, M, N, O, Y",1
895,4620826.16,5312,"Brossard : Secteurs I, J, L, M, N, O, Y",1
896,4620827.02,8542,La Prairie,1
897,4620827.03,8542,La Prairie,1
898,4620827.04,8542,La Prairie,1
899,4620828.03,8543,Candiac; Saint-Philippe; Saint-Mathieu,1
900,4620828.04,8543,Candiac; Saint-Philippe; Saint-Mathieu,1
901,4620828.05,8543,Candiac; Saint-Philippe; Saint-Mathieu,1
902,4620828.06,8543,Candiac; Saint-Philippe; Saint-Mathieu,1
903,4620829.00,8548,Sainte-Catherine; Delson,1
904,4620830.01,8548,Sainte-Catherine; Delson,1
905,4620830.03,8548,Sainte-Catherine; Delson,1
906,4620830.04,8548,Sainte-Catherine; Delson,1
907,4620831.03,8544,Saint-Constant,1
908,4620831.04,8544,Saint-Constant,1
909,4620831.05,8544,Saint-Constant,1
910,4620831.07,8544,Saint-Constant,1
911,4620831.08,8544,Saint-Constant,1
912,4620831.09,8544,Saint-Constant,1
913,4620832.00,8547,Kahnawake,1
914,4620833.00,,,
915,4620834.00,8545,Mercier; Saint-Isidore,1
916,4620850.03,8521,Carignan; Chambly,1
917,4620850.04,8521,Carignan; Chambly,1
918,4620850.05,8521,Carignan; Chambly,1
919,4620850.06,8521,Carignan; Chambly,1
920,4620850.07,8521,Carignan; Chambly,1
921,4620851.00,8521,Carignan; Chambly,1
922,4620852.02,8521,Carignan; Chambly,1
923,4620852.03,8521,Carignan; Chambly,1
924,4620852.04,8521,Carignan; Chambly,1
925,4620852.05,8521,Carignan; Chambly,1
926,4620853.02,8522,Saint-Basile-le-Grand,1
927,4620853.03,8522,Saint-Basile-le-Grand,1
928,4620853.04,8522,Saint-Basile-le-Grand,1
929,4620854.01,5310,Saint-Bruno-de-Montarville,1
930,4620854.02,5310,Saint-Bruno-de-Montarville,1
931,4620855.01,5310,Saint-Bruno-de-Montarville,1
932,4620855.03,5310,Saint-Bruno-de-Montarville,1
933,4620855.04,5310,Saint-Bruno-de-Montarville,1
934,4620856.00,5320,Longueuil :  Saint-Hubert (Aéroport),1
935,4620857.01,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
936,4620857.02,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
937,4620857.06,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
938,4620857.07,5313,Longueuil : Saint-Hubert (Est),1
939,4620857.08,5313,Longueuil : Saint-Hubert (Est),1
940,4620857.09,5313,Longueuil : Saint-Hubert (Est),1
941,4620857.10,5313,Longueuil : Saint-Hubert (Est),1
942,4620857.11,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
943,4620857.12,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
944,4620858.01,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
945,4620858.02,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
946,4620858.04,5313,Longueuil : Saint-Hubert (Est),1
947,4620858.05,5313,Longueuil : Saint-Hubert (Est),1
948,4620859.00,5308,"Brossard : Secteurs A, B, C, E, X",1
949,4620860.01,5307,"Longueuil : Saint-Hubert (Ouest), Greenfield Park (Est)",1
950,4620860.02,5305,"Longueuil : Lemoyne, Saint-Hubert (Laflèche), Greenfield Park (Ouest)",1
951,4620861.00,5305,"Longueuil : Lemoyne, Saint-Hubert (Laflèche), Greenfield Park (Ouest)",1
952,4620862.00,5304,Saint-Lambert,1
953,4620863.01,5304,Saint-Lambert,1
954,4620863.02,5304,Saint-Lambert,1
955,4620864.00,5304,Saint-Lambert,1
956,4620865.00,5301,Longueuil : Vieux-Longueuil,1
957,4620866.00,5305,"Longueuil : Lemoyne, Saint-Hubert (Laflèche), Greenfield Park (Ouest)",1
958,4620867.00,5305,"Longueuil : Lemoyne, Saint-Hubert (Laflèche), Greenfield Park (Ouest)",1
959,4620868.01,5305,"Longueuil : Lemoyne, Saint-Hubert (Laflèche), Greenfield Park (Ouest)",1
960,4620868.02,5305,"Longueuil : Lemoyne, Saint-Hubert (Laflèche), Greenfield Park (Ouest)",1
961,4620869.00,5303,Longueuil : De Lyon,1
962,4620870.01,5303,Longueuil : De Lyon,1
963,4620870.02,5303,Longueuil : De Lyon,1
964,4620871.01,5303,Longueuil : De Lyon,1
965,4620871.02,5303,Longueuil : De Lyon,1
966,4620872.00,5303,Longueuil : De Lyon,1
967,4620873.01,5303,Longueuil : De Lyon,1
968,4620873.02,5303,Longueuil : De Lyon,1
969,4620874.00,5321,Longueuil :  Vieux-Longueuil (CEGEP Edouard-Montpetit),1
970,4620875.00,5321,Longueuil :  Vieux-Longueuil (CEGEP Edouard-Montpetit),1
971,4620876.01,5320,Longueuil :  Saint-Hubert (Aéroport),1
972,4620876.04,5320,Longueuil :  Saint-Hubert (Aéroport),1
973,4620876.05,5302,Longueuil : Longueuil Est,1
974,4620876.06,5320,Longueuil :  Saint-Hubert (Aéroport),1
975,4620876.07,5320,Longueuil :  Saint-Hubert (Aéroport),1
976,4620877.01,5302,Longueuil : Longueuil Est,1
977,4620877.02,5321,Longueuil :  Vieux-Longueuil (CEGEP Edouard-Montpetit),1
978,4620878.00,5321,Longueuil :  Vieux-Longueuil (CEGEP Edouard-Montpetit),1
979,4620879.01,5301,Longueuil : Vieux-Longueuil,1
980,4620879.02,5301,Longueuil : Vieux-Longueuil,1
981,4620880.00,5301,Longueuil : Vieux-Longueuil,1
982,4620881.01,5301,Longueuil : Vieux-Longueuil,1
983,4620881.02,5301,Longueuil : Vieux-Longueuil,1
984,4620882.00,5301,Longueuil : Vieux-Longueuil,1
985,4620883.00,5301,Longueuil : Vieux-Longueuil,1
986,4620884.01,5301,Longueuil : Vieux-Longueuil,1
987,4620884.02,5301,Longueuil : Vieux-Longueuil,1
988,4620885.00,5321,Longueuil :  Vieux-Longueuil (CEGEP Edouard-Montpetit),1
989,4620886.01,5302,Longueuil : Longueuil Est,1
990,4620886.02,5302,Longueuil : Longueuil Est,1
991,4620886.03,5302,Longueuil : Longueuil Est,1
992,4620887.03,5314,Boucherville (Nord),1
993,4620887.04,5314,Boucherville (Nord),1
994,4620887.05,5314,Boucherville (Nord),1
995,4620887.06,5314,Boucherville (Nord),1
996,4620887.07,5314,Boucherville (Nord),1
997,4620888.01,5309,Boucherville (Sud),1
998,4620888.02,5309,Boucherville (Sud),1
999,4620888.03,5309,Boucherville (Sud),1
1000,4620889.01,5309,Boucherville (Sud),1
1001,4620889.02,5309,Boucherville (Sud),1
1002,4620889.03,5309,Boucherville (Sud),1
1003,4620900.00,8523,Beloeil; Saint-Mathieu-de-Beloeil; McMasterville,1
1004,4620901.01,8523,Beloeil; Saint-Mathieu-de-Beloeil; McMasterville,1
1005,4620901.02,8523,Beloeil; Saint-Mathieu-de-Beloeil; McMasterville,1
1006,4620901.03,8523,Beloeil; Saint-Mathieu-de-Beloeil; McMasterville,1
1007,4620902.00,8523,Beloeil; Saint-Mathieu-de-Beloeil; McMasterville,1
1008,4620903.01,8531,Saint-Amable; Sainte-Julie,1
1009,4620903.04,8531,Saint-Amable; Sainte-Julie,1
1010,4620903.05,8531,Saint-Amable; Sainte-Julie,1
1011,4620903.08,8531,Saint-Amable; Sainte-Julie,1
1012,4620903.09,8531,Saint-Amable; Sainte-Julie,1
1013,4620903.10,8531,Saint-Amable; Sainte-Julie,1
1014,4620903.11,8531,Saint-Amable; Sainte-Julie,1
1015,4620903.12,8531,Saint-Amable; Sainte-Julie,1
1016,4620903.13,8523,Beloeil; Saint-Mathieu-de-Beloeil; McMasterville,1
1017,4620903.14,8531,Saint-Amable; Sainte-Julie,1
1018,4620904.02,8532,Verchères; Calixa-Lavallée; Varennes; Contrecoeur,1
1019,4620904.03,8532,Verchères; Calixa-Lavallée; Varennes; Contrecoeur,1
1020,4620904.04,8532,Verchères; Calixa-Lavallée; Varennes; Contrecoeur,1
1021,4620904.05,8532,Verchères; Calixa-Lavallée; Varennes; Contrecoeur,1
1022,4620904.06,8532,Verchères; Calixa-Lavallée; Varennes; Contrecoeur,1
1023,4620926.01,8501,"Marieville; Richelieu, Saint-Mathias-sur-Richelieu",1
1024,4620926.02,8501,"Marieville; Richelieu, Saint-Mathias-sur-Richelieu",1
1025,4620929.01,8524,Mont-Saint-Hilaire; Otterburn Park; Saint-Jean-Baptiste,1
1026,4620929.02,8524,Mont-Saint-Hilaire; Otterburn Park; Saint-Jean-Baptiste,1
1027,4620930.02,8524,Mont-Saint-Hilaire; Otterburn Park; Saint-Jean-Baptiste,1
1028,4620930.03,8524,Mont-Saint-Hilaire; Otterburn Park; Saint-Jean-Baptiste,1
1029,4620930.04,8524,Mont-Saint-Hilaire; Otterburn Park; Saint-Jean-Baptiste,1
1030,4621000.00,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,0
1031,4621001.00,7612,L'Assomption; Saint-Sulpice; L'Épiphanie,0
1032,4621002.00,8532,Verchères; Calixa-Lavallée; Varennes; Contrecoeur,1
1033,4621003.00,8571,Les Coteaux; Coteau-du-Lac; Saint-Clet; Les Cèdres,0
1034,4621004.00,8571,Les Coteaux; Coteau-du-Lac; Saint-Clet; Les Cèdres,0
1035,4621005.00,8576,Rivière-Beaudette; Saint-Polycarpe; Saint-Télesphore; Saint-Zotique; Sainte-Justine-de-Newton; Sainte-Marthe; Très-Saint-Rédempteur,0
1036,4621006.01,7671,Saint-Calixte; Saint-Lin-Laurentides,0
1037,4621006.02,7671,Saint-Calixte; Saint-Lin-Laurentides,0
1038,4621006.03,7671,Saint-Calixte; Saint-Lin-Laurentides,0
1039,4621009.00,7672,"Saint-Alexis; Saint-Esprit, Saint-Jacques, Saint-Liguori; Saint-Roch-de-l'Achigan; Saint-Roch-Ouest; Sainte-Julienne; Sainte-Marie-Salomé",0
1040,4622001.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1041,4622002.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1042,4622003.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1043,4622004.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1044,4622005.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1045,4622006.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1046,4622007.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1047,4622008.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1048,4622009.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1049,4622010.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1050,4622011.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1051,4622012.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1052,4622013.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1053,4622014.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1054,4622015.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1055,4622100.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1056,4622101.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1057,4622102.00,8509,"Saint-Jean-sur-Richelieu : L'Acadie, Saint-Jean",0
1058,4622103.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1059,4622200.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1060,4622201.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1061,4622202.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1062,4622203.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1063,4622204.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1064,4622205.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1065,4622206.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1066,4622207.00,8510,Saint-Jean-sur-Richelieu : Saint-Luc,0
1067,4622300.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
1068,4622301.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
1069,4622302.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
1070,4622303.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
1071,4622304.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
1072,4622400.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
1073,4622401.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
1074,4622402.00,8512,"Saint-Jean-sur-Richelieu : Iberville, Saint-Athanase",0
