geo_id,zone_code
1,2452017.00
2,2453040.00
3,2453050.00
4,2453052.00
5,2455048.00
6,2457033.00
7,2457050.00
8,2457057.00
9,2457068.00
10,2457075.00
11,2459030.00
12,2459035.00
13,2461005.00
14,2461013.00
15,2461020.00
16,2461025.00
17,2461027.00
18,2461030.00
19,2461035.00
20,2461040.00
21,2461045.00
22,2461050.00
23,2462037.00
24,2463005.00
25,2463013.00
26,2463023.00
27,2463030.00
28,2463040.00
29,2463055.00
30,2463060.00
31,2463065.00
32,2467005.00
33,2467010.00
34,2467035.00
35,2468025.00
36,2468040.00
37,2468045.00
38,2468050.00
39,2468055.00
40,2470005.00
41,2470012.00
42,2470030.00
43,2470035.00
44,2470040.00
45,2470052.00
46,2471005.00
47,2471015.00
48,2471020.00
49,2471045.00
50,2471110.00
51,2471115.00
52,2471125.00
53,2471133.00
54,2471140.00
55,2475028.00
56,2475040.00
57,2475045.00
58,2476008.00
59,2476020.00
60,2476030.00
61,2476035.00
62,2476043.00
63,2477022.00
64,2477030.00
65,2477035.00
66,2477043.00
67,2477050.00
68,2477055.00
69,2477060.00
70,2477065.00
71,4620001.00
72,4620002.00
73,4620003.00
74,4620004.00
75,4620005.00
76,4620006.00
77,4620007.00
78,4620008.00
79,4620009.00
80,4620010.00
81,4620011.00
82,4620012.01
83,4620012.02
84,4620013.00
85,4620014.02
86,4620014.03
87,4620014.04
88,4620015.00
89,4620016.00
90,4620017.00
91,4620018.00
92,4620019.00
93,4620021.00
94,4620022.00
95,4620023.00
96,4620024.00
97,4620025.00
98,4620026.00
99,4620027.00
100,4620028.00
101,4620029.00
102,4620030.00
103,4620031.00
104,4620032.00
105,4620033.00
106,4620034.00
107,4620035.00
108,4620036.00
109,4620037.00
110,4620038.00
111,4620039.00
112,4620040.00
113,4620041.00
114,4620042.00
115,4620043.00
116,4620044.00
117,4620045.00
118,4620046.00
119,4620047.00
120,4620048.00
121,4620049.00
122,4620050.00
123,4620051.00
124,4620052.00
125,4620053.00
126,4620054.00
127,4620055.01
128,4620055.02
129,4620056.00
130,4620057.00
131,4620058.00
132,4620059.00
133,4620060.00
134,4620061.00
135,4620062.00
136,4620063.00
137,4620064.00
138,4620065.01
139,4620065.02
140,4620066.01
141,4620066.02
142,4620067.00
143,4620068.00
144,4620069.01
145,4620069.02
146,4620070.01
147,4620070.02
148,4620071.00
149,4620072.00
150,4620073.00
151,4620074.00
152,4620075.00
153,4620076.00
154,4620077.00
155,4620078.00
156,4620079.00
157,4620080.00
158,4620081.00
159,4620082.00
160,4620083.00
161,4620084.00
162,4620085.00
163,4620086.00
164,4620087.00
165,4620088.00
166,4620089.00
167,4620090.00
168,4620091.00
169,4620092.00
170,4620093.00
171,4620094.01
172,4620094.02
173,4620095.00
174,4620096.00
175,4620097.01
176,4620097.02
177,4620098.00
178,4620099.00
179,4620100.01
180,4620100.02
181,4620101.01
182,4620101.02
183,4620102.00
184,4620103.00
185,4620104.00
186,4620105.00
187,4620106.00
188,4620107.00
189,4620108.00
190,4620109.00
191,4620110.00
192,4620111.00
193,4620112.01
194,4620112.02
195,4620113.00
196,4620114.00
197,4620115.01
198,4620115.02
199,4620116.00
200,4620117.00
201,4620118.00
202,4620119.00
203,4620120.01
204,4620120.02
205,4620121.00
206,4620122.00
207,4620123.00
208,4620124.00
209,4620125.00
210,4620126.00
211,4620127.01
212,4620127.02
213,4620128.00
214,4620129.01
215,4620129.02
216,4620130.00
217,4620131.00
218,4620132.00
219,4620133.00
220,4620134.00
221,4620135.00
222,4620136.00
223,4620137.00
224,4620138.00
225,4620139.00
226,4620140.00
227,4620141.00
228,4620142.00
229,4620143.00
230,4620144.00
231,4620145.00
232,4620146.00
233,4620147.00
234,4620148.00
235,4620149.00
236,4620150.00
237,4620151.00
238,4620152.00
239,4620153.00
240,4620154.00
241,4620155.00
242,4620156.00
243,4620157.00
244,4620158.00
245,4620159.00
246,4620160.00
247,4620161.00
248,4620162.00
249,4620163.00
250,4620164.00
251,4620165.00
252,4620166.00
253,4620167.00
254,4620168.00
255,4620169.00
256,4620170.00
257,4620171.00
258,4620172.00
259,4620173.00
260,4620174.00
261,4620175.00
262,4620176.00
263,4620177.00
264,4620178.00
265,4620179.00
266,4620180.00
267,4620181.00
268,4620182.00
269,4620183.00
270,4620184.00
271,4620185.00
272,4620186.00
273,4620187.01
274,4620187.03
275,4620187.04
276,4620188.01
277,4620188.02
278,4620189.00
279,4620190.01
280,4620190.02
281,4620191.00
282,4620192.00
283,4620193.00
284,4620194.01
285,4620194.02
286,4620195.01
287,4620195.02
288,4620195.03
289,4620196.00
290,4620197.00
291,4620198.00
292,4620199.00
293,4620200.00
294,4620201.00
295,4620202.00
296,4620203.00
297,4620204.00
298,4620205.00
299,4620206.00
300,4620207.00
301,4620208.00
302,4620209.00
303,4620210.00
304,4620211.00
305,4620212.00
306,4620213.00
307,4620214.00
308,4620215.00
309,4620216.00
310,4620217.00
311,4620218.00
312,4620219.00
313,4620220.00
314,4620221.00
315,4620222.00
316,4620223.01
317,4620223.02
318,4620224.00
319,4620225.00
320,4620226.00
321,4620227.00
322,4620228.00
323,4620229.00
324,4620230.00
325,4620231.00
326,4620232.00
327,4620233.00
328,4620234.00
329,4620235.00
330,4620236.00
331,4620237.00
332,4620238.00
333,4620239.00
334,4620240.00
335,4620241.00
336,4620242.00
337,4620243.00
338,4620244.00
339,4620245.00
340,4620247.00
341,4620249.00
342,4620250.00
343,4620251.01
344,4620251.02
345,4620252.00
346,4620253.00
347,4620254.00
348,4620256.00
349,4620257.00
350,4620258.00
351,4620259.00
352,4620260.00
353,4620261.00
354,4620262.00
355,4620263.00
356,4620264.01
357,4620264.02
358,4620265.00
359,4620266.00
360,4620267.00
361,4620268.01
362,4620268.02
363,4620268.03
364,4620269.00
365,4620270.00
366,4620271.00
367,4620272.00
368,4620273.00
369,4620274.00
370,4620275.00
371,4620276.00
372,4620277.00
373,4620278.00
374,4620279.00
375,4620280.00
376,4620281.00
377,4620282.00
378,4620283.01
379,4620283.02
380,4620284.00
381,4620285.00
382,4620286.00
383,4620287.01
384,4620287.02
385,4620288.00
386,4620290.01
387,4620290.02
388,4620290.03
389,4620290.04
390,4620290.05
391,4620290.06
392,4620290.07
393,4620290.08
394,4620290.09
395,4620291.01
396,4620291.03
397,4620291.04
398,4620300.00
399,4620301.00
400,4620302.00
401,4620303.00
402,4620304.00
403,4620305.00
404,4620306.00
405,4620307.00
406,4620308.00
407,4620309.00
408,4620310.00
409,4620311.00
410,4620312.00
411,4620313.00
412,4620314.00
413,4620315.00
414,4620316.00
415,4620317.03
416,4620317.05
417,4620317.06
418,4620317.07
419,4620317.08
420,4620320.00
421,4620321.00
422,4620322.02
423,4620322.03
424,4620322.04
425,4620323.00
426,4620324.01
427,4620324.02
428,4620325.01
429,4620325.02
430,4620325.03
431,4620325.05
432,4620325.06
433,4620326.01
434,4620326.02
435,4620326.03
436,4620327.00
437,4620328.00
438,4620329.00
439,4620330.00
440,4620340.00
441,4620350.00
442,4620351.00
443,4620352.00
444,4620353.00
445,4620354.00
446,4620355.00
447,4620356.00
448,4620360.00
449,4620361.00
450,4620362.00
451,4620363.00
452,4620364.00
453,4620365.00
454,4620366.00
455,4620367.00
456,4620370.00
457,4620380.00
458,4620381.00
459,4620382.01
460,4620382.02
461,4620383.01
462,4620383.02
463,4620385.00
464,4620390.00
465,4620391.00
466,4620392.00
467,4620393.00
468,4620394.00
469,4620395.01
470,4620395.02
471,4620395.03
472,4620396.00
473,4620397.00
474,4620400.00
475,4620401.00
476,4620402.00
477,4620403.00
478,4620404.00
479,4620410.01
480,4620410.02
481,4620410.03
482,4620412.00
483,4620413.01
484,4620413.02
485,4620415.03
486,4620415.04
487,4620415.07
488,4620415.08
489,4620415.09
490,4620415.10
491,4620416.01
492,4620416.02
493,4620417.01
494,4620417.02
495,4620418.00
496,4620419.00
497,4620420.00
498,4620421.03
499,4620421.04
500,4620421.05
501,4620421.06
502,4620430.00
503,4620431.00
504,4620432.00
505,4620433.00
506,4620440.00
507,4620450.00
508,4620451.00
509,4620452.00
510,4620453.01
511,4620453.02
512,4620460.00
513,4620461.00
514,4620462.01
515,4620462.02
516,4620470.01
517,4620470.03
518,4620470.04
519,4620470.05
520,4620480.00
521,4620490.00
522,4620491.00
523,4620500.00
524,4620511.01
525,4620511.02
526,4620512.02
527,4620512.03
528,4620512.04
529,4620513.01
530,4620513.02
531,4620514.01
532,4620514.02
533,4620515.01
534,4620515.02
535,4620515.03
536,4620515.04
537,4620520.02
538,4620520.03
539,4620520.04
540,4620521.01
541,4620521.04
542,4620521.05
543,4620521.06
544,4620521.07
545,4620522.01
546,4620522.02
547,4620523.00
548,4620530.00
549,4620540.00
550,4620550.02
551,4620550.03
552,4620550.04
553,4620570.00
554,4620580.01
555,4620580.02
556,4620580.03
557,4620581.01
558,4620581.02
559,4620582.01
560,4620582.02
561,4620583.00
562,4620584.00
563,4620585.01
564,4620585.02
565,4620590.01
566,4620590.02
567,4620591.01
568,4620591.02
569,4620592.00
570,4620593.01
571,4620593.02
572,4620594.01
573,4620594.02
574,4620600.01
575,4620600.02
576,4620600.03
577,4620601.01
578,4620601.02
579,4620602.01
580,4620602.02
581,4620603.01
582,4620603.02
583,4620603.03
584,4620604.01
585,4620604.02
586,4620604.03
587,4620604.04
588,4620604.05
589,4620605.01
590,4620605.02
591,4620605.03
592,4620605.04
593,4620605.05
594,4620610.01
595,4620610.02
596,4620610.03
597,4620610.04
598,4620610.05
599,4620610.06
600,4620610.07
601,4620611.01
602,4620611.02
603,4620612.00
604,4620613.00
605,4620614.00
606,4620615.00
607,4620616.00
608,4620617.01
609,4620617.02
610,4620618.00
611,4620619.00
612,4620625.01
613,4620625.02
614,4620626.00
615,4620627.00
616,4620628.01
617,4620628.02
618,4620629.00
619,4620630.01
620,4620630.02
621,4620631.00
622,4620632.01
623,4620632.02
624,4620632.03
625,4620632.04
626,4620633.00
627,4620634.00
628,4620635.00
629,4620636.00
630,4620637.01
631,4620637.02
632,4620638.01
633,4620638.02
634,4620638.03
635,4620638.04
636,4620639.00
637,4620640.00
638,4620641.01
639,4620641.02
640,4620642.00
641,4620643.01
642,4620643.02
643,4620643.03
644,4620644.00
645,4620645.00
646,4620646.01
647,4620646.02
648,4620646.03
649,4620647.01
650,4620647.02
651,4620648.00
652,4620649.01
653,4620649.02
654,4620650.01
655,4620650.02
656,4620650.04
657,4620650.05
658,4620651.01
659,4620651.02
660,4620652.01
661,4620652.04
662,4620652.06
663,4620652.07
664,4620652.08
665,4620652.09
666,4620653.00
667,4620654.00
668,4620655.01
669,4620655.02
670,4620656.01
671,4620656.03
672,4620656.04
673,4620657.01
674,4620657.02
675,4620657.03
676,4620658.01
677,4620658.02
678,4620658.03
679,4620659.04
680,4620659.05
681,4620659.06
682,4620659.08
683,4620659.09
684,4620659.10
685,4620659.11
686,4620660.01
687,4620660.02
688,4620660.03
689,4620661.01
690,4620661.03
691,4620661.04
692,4620662.00
693,4620675.00
694,4620676.01
695,4620676.02
696,4620676.03
697,4620676.04
698,4620677.01
699,4620677.02
700,4620677.05
701,4620677.07
702,4620677.09
703,4620677.10
704,4620677.11
705,4620677.12
706,4620677.13
707,4620677.14
708,4620681.00
709,4620682.02
710,4620682.04
711,4620682.05
712,4620682.06
713,4620682.07
714,4620682.08
715,4620683.00
716,4620684.05
717,4620684.08
718,4620684.09
719,4620684.10
720,4620684.11
721,4620684.12
722,4620684.13
723,4620684.14
724,4620685.02
725,4620685.03
726,4620685.04
727,4620685.05
728,4620685.07
729,4620685.09
730,4620685.10
731,4620685.11
732,4620686.01
733,4620686.02
734,4620686.03
735,4620687.01
736,4620687.04
737,4620687.06
738,4620687.07
739,4620687.09
740,4620687.11
741,4620687.12
742,4620687.13
743,4620687.14
744,4620688.02
745,4620688.03
746,4620688.04
747,4620689.01
748,4620689.02
749,4620689.04
750,4620689.05
751,4620689.06
752,4620690.00
753,4620691.00
754,4620692.01
755,4620692.02
756,4620693.00
757,4620694.01
758,4620694.02
759,4620700.01
760,4620700.03
761,4620700.04
762,4620701.01
763,4620701.02
764,4620702.01
765,4620702.02
766,4620703.02
767,4620703.03
768,4620703.04
769,4620704.01
770,4620704.04
771,4620704.05
772,4620704.06
773,4620704.08
774,4620704.09
775,4620705.01
776,4620705.02
777,4620706.00
778,4620707.00
779,4620708.01
780,4620708.02
781,4620709.01
782,4620709.02
783,4620710.03
784,4620710.05
785,4620710.06
786,4620710.07
787,4620710.08
788,4620710.09
789,4620710.10
790,4620710.11
791,4620725.03
792,4620725.04
793,4620725.06
794,4620725.07
795,4620725.09
796,4620725.10
797,4620726.01
798,4620726.03
799,4620726.04
800,4620727.01
801,4620727.02
802,4620728.01
803,4620728.02
804,4620728.03
805,4620729.00
806,4620730.01
807,4620730.02
808,4620731.00
809,4620732.01
810,4620732.03
811,4620732.04
812,4620733.01
813,4620733.02
814,4620734.03
815,4620734.04
816,4620734.05
817,4620734.06
818,4620734.07
819,4620735.01
820,4620735.02
821,4620740.01
822,4620740.03
823,4620740.04
824,4620750.01
825,4620750.02
826,4620750.04
827,4620750.06
828,4620750.07
829,4620751.01
830,4620751.02
831,4620755.01
832,4620755.03
833,4620755.04
834,4620755.05
835,4620756.02
836,4620756.03
837,4620756.04
838,4620756.05
839,4620757.00
840,4620758.03
841,4620758.04
842,4620758.05
843,4620758.06
844,4620760.00
845,4620775.00
846,4620776.00
847,4620777.01
848,4620777.02
849,4620780.00
850,4620781.00
851,4620782.00
852,4620783.00
853,4620784.00
854,4620785.00
855,4620786.00
856,4620787.01
857,4620787.02
858,4620788.00
859,4620789.01
860,4620789.02
861,4620790.01
862,4620790.02
863,4620791.01
864,4620791.02
865,4620792.00
866,4620800.01
867,4620800.02
868,4620801.00
869,4620802.00
870,4620804.01
871,4620804.02
872,4620805.01
873,4620805.02
874,4620806.01
875,4620806.02
876,4620807.01
877,4620807.02
878,4620825.02
879,4620825.03
880,4620825.04
881,4620825.05
882,4620825.06
883,4620825.07
884,4620825.08
885,4620826.02
886,4620826.05
887,4620826.06
888,4620826.07
889,4620826.08
890,4620826.09
891,4620826.10
892,4620826.11
893,4620826.13
894,4620826.15
895,4620826.16
896,4620827.02
897,4620827.03
898,4620827.04
899,4620828.03
900,4620828.04
901,4620828.05
902,4620828.06
903,4620829.00
904,4620830.01
905,4620830.03
906,4620830.04
907,4620831.03
908,4620831.04
909,4620831.05
910,4620831.07
911,4620831.08
912,4620831.09
913,4620832.00
914,4620833.00
915,4620834.00
916,4620850.03
917,4620850.04
918,4620850.05
919,4620850.06
920,4620850.07
921,4620851.00
922,4620852.02
923,4620852.03
924,4620852.04
925,4620852.05
926,4620853.02
927,4620853.03
928,4620853.04
929,4620854.01
930,4620854.02
931,4620855.01
932,4620855.03
933,4620855.04
934,4620856.00
935,4620857.01
936,4620857.02
937,4620857.06
938,4620857.07
939,4620857.08
940,4620857.09
941,4620857.10
942,4620857.11
943,4620857.12
944,4620858.01
945,4620858.02
946,4620858.04
947,4620858.05
948,4620859.00
949,4620860.01
950,4620860.02
951,4620861.00
952,4620862.00
953,4620863.01
954,4620863.02
955,4620864.00
956,4620865.00
957,4620866.00
958,4620867.00
959,4620868.01
960,4620868.02
961,4620869.00
962,4620870.01
963,4620870.02
964,4620871.01
965,4620871.02
966,4620872.00
967,4620873.01
968,4620873.02
969,4620874.00
970,4620875.00
971,4620876.01
972,4620876.04
973,4620876.05
974,4620876.06
975,4620876.07
976,4620877.01
977,4620877.02
978,4620878.00
979,4620879.01
980,4620879.02
981,4620880.00
982,4620881.01
983,4620881.02
984,4620882.00
985,4620883.00
986,4620884.01
987,4620884.02
988,4620885.00
989,4620886.01
990,4620886.02
991,4620886.03
992,4620887.03
993,4620887.04
994,4620887.05
995,4620887.06
996,4620887.07
997,4620888.01
998,4620888.02
999,4620888.03
1000,4620889.01
1001,4620889.02
1002,4620889.03
1003,4620900.00
1004,4620901.01
1005,4620901.02
1006,4620901.03
1007,4620902.00
1008,4620903.01
1009,4620903.04
1010,4620903.05
1011,4620903.08
1012,4620903.09
1013,4620903.10
1014,4620903.11
1015,4620903.12
1016,4620903.13
1017,4620903.14
1018,4620904.02
1019,4620904.03
1020,4620904.04
1021,4620904.05
1022,4620904.06
1023,4620926.01
1024,4620926.02
1025,4620929.01
1026,4620929.02
1027,4620930.02
1028,4620930.03
1029,4620930.04
1030,4621000.00
1031,4621001.00
1032,4621002.00
1033,4621003.00
1034,4621004.00
1035,4621005.00
1036,4621006.01
1037,4621006.02
1038,4621006.03
1039,4621009.00
1040,4622001.00
1041,4622002.00
1042,4622003.00
1043,4622004.00
1044,4622005.00
1045,4622006.00
1046,4622007.00
1047,4622008.00
1048,4622009.00
1049,4622010.00
1050,4622011.00
1051,4622012.00
1052,4622013.00
1053,4622014.00
1054,4622015.00
1055,4622100.00
1056,4622101.00
1057,4622102.00
1058,4622103.00
1059,4622200.00
1060,4622201.00
1061,4622202.00
1062,4622203.00
1063,4622204.00
1064,4622205.00
1065,4622206.00
1066,4622207.00
1067,4622300.00
1068,4622301.00
1069,4622302.00
1070,4622303.00
1071,4622304.00
1072,4622400.00
1073,4622401.00
1074,4622402.00
